<<<<<<< HEAD
EID,ENAME,GENDER,ORG_CD,POS_CD,AGE,SERVICE_YEAR,EDU_LEVEL,PERFORMANCE_SCORE,SALARY,LAST_PROMO_DT,TRAINING_HOURS,SKILLS,ACTIVE_STATE,HIRE_DATE,RETIRE_DATE,RETIRE_REASON,REHIRE_YN,NATION,ROUNDING_DEDUCTION
E00223,리엄은,M,ORG018,P008,27,0,학사 학위,0,5000,2024-03-01,4,"Python, Java, Project Management",Y,2024-03-01,,,,KOREA,N
E00228,묵안림,M,ORG014,P008,27,0,학사 학위,0,5000,2024-03-01,4,"Python, Project Management, Salesforce",Y,2024-03-01,,,,KOREA,N
E00237,하개복,M,ORG008,P008,27,0,학사 학위,0,5000,2024-03-01,4,"Data Analysis, Marketing, Java",Y,2024-03-01,,,,KOREA,N
E00238,미지숭,M,ORG009,P008,27,0,학사 학위,0,5000,2024-03-01,4,"Salesforce, Python",Y,2024-03-01,,,,KOREA,N
E00269,두순혁,M,ORG005,P008,27,0,학사 학위,0,5000,2024-03-01,4,"Salesforce, Data Analysis",Y,2024-03-01,,,,KOREA,N
E00277,당순윤,M,ORG019,P008,27,0,학사 학위,0,5000,2024-03-01,4,"Data Analysis, Marketing",Y,2024-03-01,,,,KOREA,N
E00288,길이현,F,ORG024,P008,27,0,학사 학위,0,5000,2024-03-01,4,"Python, Java",Y,2024-03-01,,,,KOREA,N
E00317,규산용,M,ORG030,P008,27,0,학사 학위,0,5000,2024-03-01,4,"Python, Salesforce",Y,2024-03-01,,,,Japan,N
E00374,표수복,F,ORG016,P008,27,0,학사 학위,0,5000,2024-03-01,4,"Marketing, Data Analysis",Y,2024-03-01,,,,India,N
E00413,당루판,F,ORG030,P008,27,0,학사 학위,0,5000,2024-03-01,4,Data Analysis,Y,2024-03-01,,,,Japan,N
E00486,백훤매,F,ORG001,P008,27,0,학사 학위,0,5000,2024-03-01,4,"Project Management, Data Analysis",Y,2024-03-01,,,,USA,N
E00163,득치패,M,ORG013,P008,28,0,학사 학위,0,5000,2024-03-01,4,"Project Management, Salesforce, Java",Y,2024-03-01,,,,KOREA,N
E00254,은치병,M,ORG019,P008,28,0,학사 학위,0,5000,2024-03-01,4,Marketing,Y,2024-03-01,,,,KOREA,N
E00358,룡가식,M,ORG018,P008,28,0,학사 학위,0,5000,2024-03-01,4,"Data Analysis, Python",Y,2024-03-01,,,,China,N
E00424,선유성,M,ORG020,P008,28,0,석사 학위,0,5100,2024-03-01,4,"Project Management, Java, Marketing",Y,2024-03-01,,,,India,N
E00263,사단지,M,ORG029,P008,29,0,학사 학위,0,5000,2024-03-01,4,Data Analysis,Y,2024-03-01,,,,KOREA,N
E00287,민희팔,F,ORG019,P008,29,0,학사 학위,0,5000,2024-03-01,4,"Project Management, Java",Y,2024-03-01,,,,KOREA,N
E00341,장권만,F,ORG023,P008,29,0,학사 학위,0,5000,2024-03-01,4,Project Management,Y,2024-03-01,,,,USA,N
E00349,명어누,F,ORG011,P008,29,0,학사 학위,0,5000,2024-03-01,4,Data Analysis,Y,2024-03-01,,,,India,N
E00367,달니대,F,ORG001,P008,29,0,학사 학위,0,5000,2024-03-01,4,"Salesforce, Project Management",N,2024-03-01,2024-05-01,이직,N,KOREA,N
E00450,혁번상,M,ORG021,P008,29,0,학사 학위,0,5000,2024-03-01,4,Salesforce,N,2024-03-01,2024-05-01,이직,N,KOREA,N
E00460,춘란시,M,ORG023,P008,29,0,학사 학위,0,5000,2024-03-01,4,"Data Analysis, Python",N,2024-03-01,2024-05-01,이직,N,KOREA,N
E00468,다덕출,F,ORG028,P008,29,0,학사 학위,0,5000,2024-03-01,4,"Java, Project Management, Salesforce",Y,2024-03-01,,,,KOREA,N
E00469,리모루,M,ORG014,P008,29,0,학사 학위,0,5000,2024-03-01,4,Project Management,Y,2024-03-01,,,,India,N
E00471,문예성,M,ORG013,P008,29,0,학사 학위,0,5000,2024-03-01,4,"Project Management, Marketing, Java",Y,2024-03-01,,,,USA,N
E00484,개장영,F,ORG007,P008,29,0,학사 학위,0,5000,2024-03-01,4,Data Analysis,Y,2024-03-01,,,,India,N
E00183,용조담,F,ORG023,P009,22,0,학사 학위,0,4500,,4,"Python, Java, Salesforce",Y,2024-03-01,,,,KOREA,N
E00192,감옥신,F,ORG017,P009,22,0,학사 학위,0,4500,,4,"Project Management, Python, Salesforce",N,2024-03-01,2024-02-28,계약만료,N,KOREA,N
E00275,복판백,M,ORG017,P009,22,0,학사 학위,0,4500,,4,"Marketing, Salesforce",N,2024-03-01,2024-02-28,계약만료,N,KOREA,N
E00281,빈태봉,F,ORG021,P009,22,0,고등학교 졸업,0,4500,,4,Java,N,2024-03-01,2024-02-28,계약만료,N,KOREA,N
E00300,랑화구,F,ORG001,P009,22,0,학사 학위,0,4500,,4,Marketing,Y,2024-03-01,,,,KOREA,N
E00303,팽봉신,M,ORG030,P009,22,0,학사 학위,0,4500,,4,"Java, Python",Y,2024-03-01,,,,KOREA,N
E00315,탐말당,F,ORG019,P009,22,0,고등학교 졸업,0,4500,,4,"Project Management, Java, Salesforce",Y,2024-03-01,,,,KOREA,N
E00329,패조가,M,ORG005,P009,22,0,전문대 학위,0,4500,,4,Salesforce,Y,2024-03-01,,,,KOREA,N
E00364,사디길,M,ORG027,P009,22,0,고등학교 졸업,0,4500,,4,Java,Y,2024-03-01,,,,KOREA,N
E00382,망팽단,F,ORG026,P009,22,0,학사 학위,0,4500,,4,Python,Y,2024-09-01,,,,KOREA,N
E00189,초옥덕,F,ORG020,P009,23,0,학사 학위,0,4500,,4,Salesforce,Y,2024-09-01,,,,KOREA,N
E00248,말만양,M,ORG017,P009,23,0,학사 학위,0,4500,,4,"Project Management, Salesforce, Java",Y,2024-09-01,,,,KOREA,N
E00250,비식백,M,ORG019,P009,23,0,학사 학위,0,4500,,4,"Project Management, Python",Y,2024-09-01,,,,KOREA,N
E00322,부탐회,F,ORG014,P009,23,0,학사 학위,0,4500,,4,Java,Y,2024-09-01,,,,KOREA,N
E00389,초두반,F,ORG012,P009,23,0,학사 학위,0,4500,,4,"Salesforce, Java",Y,2024-09-01,,,,KOREA,N
E00438,권개득,M,ORG024,P009,23,0,학사 학위,0,4500,,4,Python,Y,2024-09-01,,,,KOREA,N
E00304,탐출조,M,ORG009,P009,24,0,학사 학위,0,4500,,4,Salesforce,Y,2024-09-01,,,,KOREA,N
E00428,을충나,F,ORG003,P009,24,0,학사 학위,0,4500,,4,"Data Analysis, Python, Marketing",Y,2024-09-01,,,,KOREA,N
>>>>>>> origin/main
